datetime,high,open,close,low,volume,signals,trade_type
2019-12-18 06:00:00,123.9,123.15,121.59,120.6,166395.573,0,
2019-12-18 12:00:00,129.5,121.61,127.14,115.95,413947.609,0,
2019-12-18 18:00:00,134.75,127.12,132.74,126.36,276369.787,0,
2019-12-19 00:00:00,133.79,132.78,128.12,126.22,200145.088,0,
2019-12-19 06:00:00,128.46,128.12,125.9,125.66,137036.576,0,
2019-12-19 12:00:00,129.28,125.9,126.61,125.8,171186.629,0,
2019-12-19 18:00:00,128.36,126.65,128.03,125.89,129140.241,0,
2019-12-20 00:00:00,128.5,128.03,125.99,125.73,97613.501,0,
2019-12-20 06:00:00,127.45,125.98,127.33,125.94,66813.529,0,
2019-12-20 12:00:00,129.33,127.33,127.92,126.64,132644.361,0,
2019-12-20 18:00:00,128.54,127.92,128.13,127.65,49482.405,0,
2019-12-21 00:00:00,128.52,128.13,127.25,126.91,52113.042,0,
2019-12-21 06:00:00,127.85,127.26,127.34,126.5,60532.194,0,
2019-12-21 12:00:00,127.7,127.34,127.17,126.63,54306.845,0,
2019-12-21 18:00:00,127.56,127.17,126.99,126.7,41379.514,0,
2019-12-22 00:00:00,127.45,126.99,126.95,126.78,27082.118,0,
2019-12-22 06:00:00,130.75,126.95,129.05,126.86,123948.326,0,
2019-12-22 12:00:00,130.94,129.05,130.33,128.98,127572.396,0,
2019-12-22 18:00:00,133.33,130.35,132.14,129.92,165304.246,0,
2019-12-23 00:00:00,135.09,132.18,132.25,131.9,176165.604,0,
2019-12-23 06:00:00,133.6,132.23,133.0,130.8,116133.34,0,
2019-12-23 12:00:00,134.41,132.97,129.33,128.0,241761.479,0,
2019-12-23 18:00:00,129.96,129.31,127.73,126.01,164661.591,0,
2019-12-24 00:00:00,128.45,127.75,128.25,127.24,92358.467,0,
2019-12-24 06:00:00,129.0,128.27,128.59,126.45,142883.498,0,
2019-12-24 12:00:00,129.67,128.52,127.5,126.78,152463.161,0,
2019-12-24 18:00:00,128.33,127.46,127.76,126.95,109829.819,0,
2019-12-25 00:00:00,127.83,127.72,125.81,125.0,89242.328,0,
2019-12-25 06:00:00,126.0,125.81,124.34,123.85,122685.911,0,
2019-12-25 12:00:00,125.45,124.32,124.39,123.0,153705.627,0,
2019-12-25 18:00:00,125.91,124.4,125.06,123.94,89645.359,0,
2019-12-26 00:00:00,125.36,125.06,124.6,124.33,69000.894,0,
2019-12-26 06:00:00,126.0,124.58,125.07,124.49,79796.656,0,
2019-12-26 12:00:00,129.0,125.06,128.75,124.94,173408.611,0,
2019-12-26 18:00:00,132.44,128.76,125.53,124.37,261174.617,0,
2019-12-27 00:00:00,126.7,125.53,125.39,125.05,98138.818,0,
2019-12-27 06:00:00,125.4,125.39,123.52,122.0,137224.419,0,
2019-12-27 12:00:00,127.06,123.53,125.2,122.85,245229.288,0,
2019-12-27 18:00:00,126.71,125.2,126.21,124.86,87295.011,0,
2019-12-28 00:00:00,128.3,126.24,127.8,125.77,146239.422,0,
2019-12-28 06:00:00,128.49,127.8,127.23,126.55,126071.963,0,
2019-12-28 12:00:00,129.46,127.23,129.08,126.73,108599.065,0,
2019-12-28 18:00:00,129.62,129.09,128.04,127.72,87820.405,0,
2019-12-29 00:00:00,128.08,128.02,128.04,127.5,53804.346,0,
2019-12-29 06:00:00,129.33,128.04,129.27,127.92,84514.18,0,
2019-12-29 12:00:00,133.91,129.28,133.27,128.85,271420.212,0,
2019-12-29 18:00:00,138.25,133.28,134.28,132.76,361875.925,0,
2019-12-30 00:00:00,135.47,134.22,134.95,133.0,146930.225,0,
2019-12-30 06:00:00,136.21,134.93,133.05,132.41,182678.227,0,
2019-12-30 12:00:00,133.65,133.05,131.43,130.19,227814.45,0,
2019-12-30 18:00:00,132.59,131.46,131.52,130.64,134742.922,0,
2019-12-31 00:00:00,132.69,131.53,132.58,130.66,117258.886,0,
2019-12-31 06:00:00,132.95,132.59,131.87,131.16,115654.464,0,
2019-12-31 12:00:00,133.64,131.87,129.32,128.63,283561.209,0,
2019-12-31 18:00:00,130.03,129.32,129.12,128.15,131268.8,0,
2020-01-01 00:00:00,130.97,129.12,130.23,128.62,107599.511,0,
2020-01-01 06:00:00,131.88,130.23,130.64,129.75,97972.233,0,
2020-01-01 12:00:00,132.96,130.63,132.31,130.63,124953.111,0,
2020-01-01 18:00:00,132.38,132.31,130.62,129.54,135539.074,0,
2020-01-02 00:00:00,130.75,130.63,129.58,128.67,132070.263,0,
2020-01-02 06:00:00,130.24,129.58,129.48,128.96,103771.182,0,
2020-01-02 12:00:00,129.95,129.47,127.36,126.25,217471.846,0,
2020-01-02 18:00:00,127.79,127.38,127.11,126.7,70269.633,0,
2020-01-03 00:00:00,130.18,127.11,129.18,125.78,203881.268,0,
2020-01-03 06:00:00,132.97,129.18,132.42,128.66,265242.843,0,
2020-01-03 12:00:00,134.94,132.4,133.93,130.94,289768.778,0,
2020-01-03 18:00:00,135.07,133.92,134.29,132.15,192230.708,0,
2020-01-04 00:00:00,134.73,134.31,133.65,132.74,116580.446,0,
2020-01-04 06:00:00,134.21,133.65,133.71,132.95,116528.993,0,
2020-01-04 12:00:00,134.8,133.71,134.51,132.41,107935.939,0,
2020-01-04 18:00:00,135.8,134.52,134.14,132.7,168732.73,0,
2020-01-05 00:00:00,137.25,134.14,136.1,134.12,176240.865,0,
2020-01-05 06:00:00,136.49,136.1,135.03,134.63,102439.035,0,
2020-01-05 12:00:00,138.17,135.03,137.74,135.02,179525.025,0,
2020-01-05 18:00:00,137.99,137.76,135.33,134.16,211472.762,0,
2020-01-06 00:00:00,139.68,135.32,139.07,134.82,284795.983,0,
2020-01-06 06:00:00,142.99,139.08,141.5,138.72,234756.783,0,
2020-01-06 12:00:00,143.0,141.48,141.77,139.02,317537.585,0,
2020-01-06 18:00:00,144.38,141.76,144.04,140.62,258056.815,0,
2020-01-07 00:00:00,145.25,144.11,142.96,142.06,201965.507,0,
2020-01-07 06:00:00,143.74,142.95,142.63,142.39,113976.621,0,
2020-01-07 12:00:00,142.94,142.64,142.74,138.7,302526.686,0,
2020-01-07 18:00:00,145.02,142.69,142.86,141.32,344862.691,0,
2020-01-08 00:00:00,147.94,142.86,144.79,142.76,315899.486,0,
2020-01-08 06:00:00,145.19,144.79,143.52,142.58,199956.735,0,
2020-01-08 12:00:00,143.66,143.52,138.77,137.63,444915.514,0,
2020-01-08 18:00:00,141.51,138.77,140.75,137.15,247362.031,0,
2020-01-09 00:00:00,141.52,140.76,139.12,138.64,207823.783,0,
2020-01-09 06:00:00,140.21,139.12,138.21,137.6,225790.76,0,
2020-01-09 12:00:00,138.9,138.21,135.99,135.33,215193.712,0,
2020-01-09 18:00:00,139.33,135.99,137.73,135.62,308055.958,0,
2020-01-10 00:00:00,137.99,137.73,135.7,135.22,148591.168,0,
2020-01-10 06:00:00,139.0,135.7,138.34,135.3,195159.106,0,
2020-01-10 12:00:00,143.61,138.34,141.94,137.96,307164.417,0,
2020-01-10 18:00:00,145.15,141.96,144.8,141.49,257463.558,0,
2020-01-11 00:00:00,145.29,144.8,142.87,142.17,183691.486,0,
2020-01-11 06:00:00,144.0,142.87,142.61,142.0,167192.816,0,
2020-01-11 12:00:00,148.03,142.56,146.54,142.05,221794.048,0,
2020-01-11 18:00:00,147.81,146.58,142.4,142.15,259484.854,0,
2020-01-12 00:00:00,144.51,142.4,144.11,141.71,153843.108,0,
2020-01-12 06:00:00,145.89,144.11,143.42,143.21,166484.023,0,
2020-01-12 12:00:00,145.68,143.45,144.2,143.37,185043.75,0,
2020-01-12 18:00:00,146.6,144.22,146.57,144.22,124886.03,0,
2020-01-13 00:00:00,147.0,146.57,143.41,142.53,150368.967,0,
2020-01-13 06:00:00,144.28,143.41,142.81,142.32,142467.447,0,
2020-01-13 12:00:00,143.96,142.8,143.06,142.5,144203.521,0,
2020-01-13 18:00:00,144.65,143.06,143.58,142.89,121615.737,0,
2020-01-14 00:00:00,150.78,143.57,148.49,143.49,353926.581,0,
2020-01-14 06:00:00,151.82,148.49,151.58,148.09,209575.17,0,
2020-01-14 12:00:00,166.27,151.57,164.13,150.81,831344.362,0,
2020-01-14 18:00:00,171.0,164.14,165.77,160.48,774713.301,0,
2020-01-15 00:00:00,172.18,165.75,161.12,159.35,595258.627,0,
2020-01-15 06:00:00,167.9,161.08,164.73,160.99,245654.321,0,
2020-01-15 12:00:00,169.14,164.74,165.09,160.77,361040.021,0,
2020-01-15 18:00:00,167.54,165.08,166.6,163.41,190046.31,0,
2020-01-16 00:00:00,167.63,166.61,162.1,158.43,233498.199,0,
2020-01-16 06:00:00,164.28,162.06,164.28,159.82,146667.917,0,
2020-01-16 12:00:00,165.92,164.23,163.5,160.37,248008.215,0,
2020-01-16 18:00:00,166.0,163.51,164.37,162.48,156025.143,0,
2020-01-17 00:00:00,170.54,164.39,170.08,162.27,236617.434,0,
2020-01-17 06:00:00,174.79,170.1,170.1,167.68,288876.252,0,
2020-01-17 12:00:00,171.71,170.11,170.47,165.23,218450.914,0,
2020-01-17 18:00:00,173.9,170.47,170.06,167.26,202762.748,0,
2020-01-18 00:00:00,174.0,170.06,168.24,167.17,153151.139,0,
2020-01-18 06:00:00,170.34,168.25,169.27,165.08,118676.345,0,
2020-01-18 12:00:00,179.57,169.23,175.01,169.02,413666.557,0,
2020-01-18 18:00:00,177.3,175.1,174.43,173.11,133950.316,0,
2020-01-19 00:00:00,178.42,174.37,176.23,173.61,166404.894,0,
2020-01-19 06:00:00,177.56,176.23,166.87,164.33,285350.172,0,
2020-01-19 12:00:00,166.8,166.8,165.37,161.81,173112.001,0,
2020-01-19 18:00:00,167.78,165.37,167.04,163.63,117504.752,0,
2020-01-20 00:00:00,167.9,167.04,165.89,164.5,86165.02,0,
2020-01-20 06:00:00,166.65,165.91,163.24,162.53,69691.531,0,
2020-01-20 12:00:00,167.97,163.3,166.47,161.5,154844.668,0,
2020-01-20 18:00:00,169.48,166.47,167.03,166.36,79354.65,0,
2020-01-21 00:00:00,168.9,167.01,167.38,165.73,66212.464,0,
2020-01-21 06:00:00,168.81,167.37,168.13,166.06,60757.075,0,
2020-01-21 12:00:00,169.4,168.12,167.85,166.9,72484.125,0,
2020-01-21 18:00:00,170.34,167.89,169.52,165.02,152112.335,0,
2020-01-22 00:00:00,170.18,169.62,169.06,167.99,51645.167,0,
2020-01-22 06:00:00,171.61,169.07,168.14,167.09,130432.222,0,
2020-01-22 12:00:00,169.2,168.14,168.42,166.12,107444.708,0,
2020-01-22 18:00:00,168.48,168.48,168.19,167.42,44856.077,0,
2020-01-23 00:00:00,168.38,168.24,164.12,162.89,122419.108,0,
2020-01-23 06:00:00,165.8,164.11,162.86,162.59,120952.34,0,
2020-01-23 12:00:00,164.0,162.86,161.92,161.16,129048.188,0,
2020-01-23 18:00:00,163.63,161.95,162.97,159.41,108682.584,0,
2020-01-24 00:00:00,163.65,162.97,159.58,158.0,93251.282,0,
2020-01-24 06:00:00,161.2,159.57,160.79,155.72,135917.22,0,
2020-01-24 12:00:00,163.5,160.83,161.32,160.13,140082.893,0,
2020-01-24 18:00:00,164.65,161.32,162.63,161.18,103317.029,0,
2020-01-25 00:00:00,162.69,162.66,159.84,157.8,83347.403,0,
2020-01-25 06:00:00,161.63,159.78,159.49,159.0,58362.488,0,
2020-01-25 12:00:00,161.7,159.49,160.64,159.0,81690.312,0,
2020-01-25 18:00:00,163.0,160.64,160.52,160.26,59385.352,0,
2020-01-26 00:00:00,162.0,160.5,161.21,159.5,65022.228,0,
2020-01-26 06:00:00,163.84,161.15,163.3,160.75,77554.895,0,
2020-01-26 12:00:00,166.77,163.31,166.46,162.88,108485.549,0,
2020-01-26 18:00:00,168.16,166.5,167.9,165.88,75126.191,0,
2020-01-27 00:00:00,169.94,167.98,167.26,166.55,106564.624,0,
2020-01-27 06:00:00,169.11,167.26,168.64,165.28,86691.436,0,
2020-01-27 12:00:00,171.35,168.67,169.8,168.3,121113.928,0,
2020-01-27 18:00:00,172.26,169.82,170.21,169.27,103669.804,0,
2020-01-28 00:00:00,174.34,170.25,172.32,170.22,117899.747,0,
2020-01-28 06:00:00,173.4,172.33,172.25,170.37,108432.131,0,
2020-01-28 12:00:00,175.22,172.25,171.35,170.47,163968.119,0,
2020-01-28 18:00:00,176.7,171.34,175.88,170.82,134982.462,0,
2020-01-29 00:00:00,177.97,175.89,177.09,175.53,120765.299,0,
2020-01-29 06:00:00,178.85,177.07,176.39,174.53,123981.985,0,
2020-01-29 12:00:00,177.42,176.36,176.35,174.81,88029.979,0,
2020-01-29 18:00:00,177.5,176.35,173.8,173.3,68842.342,0,
2020-01-30 00:00:00,174.8,173.86,174.07,171.07,95755.067,0,
2020-01-30 06:00:00,177.15,174.07,175.51,173.71,110747.533,0,
2020-01-30 12:00:00,180.71,175.48,179.81,174.8,265240.64,1,long
2020-01-30 18:00:00,187.4,179.81,185.14,179.74,182027.368,0,
2020-01-31 00:00:00,186.34,185.16,181.68,181.14,170173.363,0,
2020-01-31 06:00:00,184.0,181.68,181.19,180.63,145054.728,0,
2020-01-31 12:00:00,181.19,181.19,178.78,175.5,243354.771,0,
2020-01-31 18:00:00,182.83,178.73,180.14,178.59,113939.187,0,
2020-02-01 00:00:00,184.58,180.14,181.77,179.41,130852.45,0,
2020-02-01 06:00:00,184.29,181.77,181.3,180.05,146213.189,0,
2020-02-01 12:00:00,184.0,181.3,183.22,180.04,148979.28,0,
2020-02-01 18:00:00,184.4,183.21,183.82,182.56,100643.1,0,
2020-02-02 00:00:00,183.83,183.8,182.12,179.0,149291.563,0,
2020-02-02 06:00:00,192.32,182.13,191.81,181.68,355235.625,1,long
2020-02-02 12:00:00,193.7,191.82,191.27,189.65,253590.61,0,
2020-02-02 18:00:00,192.66,191.27,188.59,188.22,149225.0,0,
2020-02-03 00:00:00,195.45,188.64,191.4,187.32,263507.57,0,
2020-02-03 06:00:00,191.85,191.42,189.95,187.74,136364.544,0,
2020-02-03 12:00:00,190.96,189.97,189.14,186.65,159950.874,0,
2020-02-03 18:00:00,192.0,189.1,189.92,188.2,92231.55,0,
2020-02-04 00:00:00,191.76,189.89,188.28,186.38,155020.493,0,
2020-02-04 06:00:00,189.26,188.27,187.14,184.71,183967.447,0,
2020-02-04 12:00:00,189.95,187.12,189.25,184.91,182101.261,0,
2020-02-04 18:00:00,189.75,189.25,189.01,187.05,93201.178,0,
2020-02-05 00:00:00,191.62,189.0,191.31,188.26,125414.296,0,
2020-02-05 06:00:00,198.31,191.31,197.88,190.53,255340.521,0,
2020-02-05 12:00:00,201.72,197.9,201.35,196.01,282547.572,0,
2020-02-05 18:00:00,208.18,201.42,204.1,201.39,239509.226,0,
2020-02-06 00:00:00,207.87,204.1,207.0,201.28,194702.152,0,
2020-02-06 06:00:00,212.0,207.0,210.79,205.83,309262.291,0,
2020-02-06 12:00:00,216.7,210.79,213.4,205.29,559388.627,1,long
2020-02-06 18:00:00,214.47,213.37,213.27,211.25,191636.247,0,
2020-02-07 00:00:00,221.27,213.3,217.92,213.3,319937.574,0,
2020-02-07 06:00:00,225.36,218.0,220.74,217.43,316261.618,0,
2020-02-07 12:00:00,224.17,220.68,221.12,218.13,285196.712,0,
2020-02-07 18:00:00,224.46,221.15,223.57,218.78,132778.832,0,
2020-02-08 00:00:00,224.6,223.57,220.66,213.35,358169.582,0,
2020-02-08 06:00:00,227.78,220.75,226.5,219.91,319476.151,0,
2020-02-08 12:00:00,228.02,226.57,224.5,223.57,235144.363,0,
2020-02-08 18:00:00,225.4,224.5,223.57,222.05,177755.012,0,
2020-02-09 00:00:00,229.18,223.57,228.58,223.5,258074.068,0,
2020-02-09 06:00:00,230.9,228.63,228.49,227.35,260149.642,0,
2020-02-09 12:00:00,229.6,228.48,226.87,224.5,271350.551,0,
2020-02-09 18:00:00,229.0,226.88,228.64,224.72,179447.526,0,
2020-02-10 00:00:00,229.96,228.71,221.41,220.12,299381.774,0,
2020-02-10 06:00:00,226.2,221.4,219.18,217.32,406671.811,0,
2020-02-10 12:00:00,225.71,219.2,223.43,218.2,310367.889,0,
2020-02-10 18:00:00,225.48,223.44,223.03,220.47,159249.55,0,
2020-02-11 00:00:00,223.91,223.04,219.67,218.68,214189.668,0,
2020-02-11 06:00:00,223.33,219.67,223.02,218.64,189089.052,0,
2020-02-11 12:00:00,236.84,223.0,236.82,222.26,535588.449,0,
2020-02-11 18:00:00,239.98,236.84,237.16,235.67,255419.279,0,
2020-02-12 00:00:00,249.29,237.17,247.75,237.17,378404.049,0,
2020-02-12 06:00:00,259.0,247.78,256.35,246.15,538330.508,0,
2020-02-12 12:00:00,267.81,256.4,265.03,251.71,665500.791,1,long
2020-02-12 18:00:00,277.97,265.08,266.24,262.46,641572.129,0,
2020-02-13 00:00:00,275.68,266.26,272.82,265.33,426945.731,0,
2020-02-13 06:00:00,274.29,272.86,263.8,256.2,815161.476,1,long
2020-02-13 12:00:00,278.8,263.8,268.29,262.36,871005.287,0,
2020-02-13 18:00:00,270.86,268.28,268.48,262.88,273885.526,0,
2020-02-14 00:00:00,270.57,268.48,264.97,264.25,279002.062,0,
2020-02-14 06:00:00,273.72,264.97,271.47,260.53,403929.27,0,
2020-02-14 12:00:00,280.75,271.46,279.49,269.33,383907.311,0,
2020-02-14 18:00:00,287.58,279.53,285.4,279.53,380322.532,0,
2020-02-15 00:00:00,289.0,285.4,279.06,278.7,375339.28,0,
2020-02-15 06:00:00,285.68,279.09,282.11,278.07,267667.056,0,
2020-02-15 12:00:00,284.0,282.07,263.27,262.57,882674.328,0,
2020-02-15 18:00:00,270.78,263.35,265.08,262.41,399539.749,0,
2020-02-16 00:00:00,274.3,265.16,271.08,258.6,400966.691,0,
2020-02-16 06:00:00,273.3,271.05,266.21,266.15,243325.28,0,
2020-02-16 12:00:00,268.7,266.26,250.89,237.86,1122513.544,0,
2020-02-16 18:00:00,263.33,250.89,258.87,246.6,530685.886,0,
2020-02-17 00:00:00,261.71,258.87,249.8,242.32,624960.718,0,
2020-02-17 06:00:00,254.0,249.77,248.68,243.0,497305.212,0,
2020-02-17 12:00:00,262.9,248.48,258.86,243.81,734730.294,0,
2020-02-17 18:00:00,268.81,258.86,268.0,256.33,272026.668,0,
2020-02-18 00:00:00,272.0,267.99,269.06,263.42,293980.501,0,
2020-02-18 06:00:00,269.95,269.02,267.76,262.44,326829.961,0,
2020-02-18 12:00:00,282.5,267.8,280.83,258.78,756844.297,0,
2020-02-18 18:00:00,286.48,280.86,282.96,276.89,507469.624,0,
2020-02-19 00:00:00,283.17,282.96,280.95,277.79,244776.551,0,
2020-02-19 06:00:00,283.46,280.94,283.03,274.54,340566.034,0,
2020-02-19 12:00:00,286.7,283.02,280.68,278.2,322160.663,0,
2020-02-19 18:00:00,282.38,280.56,258.43,250.0,770275.449,0,
2020-02-20 00:00:00,264.32,258.39,259.61,257.1,311849.208,0,
2020-02-20 06:00:00,262.47,259.63,253.8,252.54,294882.261,0,
2020-02-20 12:00:00,260.28,253.74,253.09,245.91,778015.118,0,
2020-02-20 18:00:00,262.51,253.09,257.11,251.41,233727.402,0,
2020-02-21 00:00:00,264.19,257.18,261.27,253.89,249122.328,0,
2020-02-21 06:00:00,263.5,261.23,262.13,258.0,185350.278,0,
2020-02-21 12:00:00,268.5,262.13,266.01,261.95,290665.047,0,
2020-02-21 18:00:00,267.3,266.01,265.44,260.07,260163.642,0,
2020-02-22 00:00:00,267.16,265.45,261.0,260.09,166655.442,0,
2020-02-22 06:00:00,262.38,260.92,262.1,256.23,222861.096,0,
2020-02-22 12:00:00,264.84,262.1,262.53,258.89,237751.964,0,
2020-02-22 18:00:00,263.36,262.52,261.83,260.01,125688.916,0,
2020-02-23 00:00:00,269.84,261.82,268.98,261.5,219239.0,0,
2020-02-23 06:00:00,275.23,268.98,268.51,267.18,331325.74,0,
2020-02-23 12:00:00,272.99,268.47,270.89,268.32,223778.583,0,
2020-02-23 18:00:00,275.84,270.95,274.67,269.7,166488.657,0,
2020-02-24 00:00:00,277.26,274.66,268.81,265.66,392186.782,0,
2020-02-24 06:00:00,272.35,268.8,272.07,263.88,267630.272,0,
2020-02-24 12:00:00,272.87,272.09,264.54,263.22,397139.235,0,
2020-02-24 18:00:00,266.84,264.53,265.7,257.5,426308.734,0,
2020-02-25 00:00:00,266.4,265.69,260.0,258.62,164991.823,0,
2020-02-25 06:00:00,263.7,260.01,262.86,255.55,337381.19,0,
2020-02-25 12:00:00,264.92,262.85,249.41,246.3,726022.348,0,
2020-02-25 18:00:00,253.5,249.41,247.03,244.57,335506.296,0,
2020-02-26 00:00:00,250.54,247.03,241.17,236.63,522825.903,0,
2020-02-26 06:00:00,242.75,241.17,236.09,235.22,356969.573,0,
2020-02-26 12:00:00,242.11,236.1,222.69,215.75,1365952.977,0,
2020-02-26 18:00:00,232.58,222.72,224.1,222.05,483543.349,0,
2020-02-27 00:00:00,224.15,224.13,221.51,210.01,700540.914,0,
2020-02-27 06:00:00,231.5,221.52,226.85,220.62,518275.597,0,
2020-02-27 12:00:00,238.58,226.85,235.91,225.45,670399.681,0,
2020-02-27 18:00:00,236.92,235.91,227.92,222.83,485323.142,0,
2020-02-28 00:00:00,234.93,227.93,227.38,226.5,371571.553,0,
2020-02-28 06:00:00,227.88,227.39,220.77,217.24,619948.509,0,
2020-02-28 12:00:00,228.89,220.81,222.9,214.25,760147.743,0,
2020-02-28 18:00:00,230.92,223.06,227.09,220.52,275195.381,0,
2020-02-29 00:00:00,233.33,227.04,232.28,226.97,300608.137,0,
2020-02-29 06:00:00,233.03,232.25,226.45,222.21,366895.647,0,
2020-02-29 12:00:00,226.47,226.46,225.56,221.15,400987.761,0,
2020-02-29 18:00:00,226.23,225.52,217.31,217.14,240952.705,0,
2020-03-01 00:00:00,226.05,217.37,222.7,216.27,443442.842,0,
2020-03-01 06:00:00,224.99,222.71,224.52,218.82,303279.234,0,
2020-03-01 12:00:00,228.0,224.56,216.23,214.66,601110.168,0,
2020-03-01 18:00:00,221.5,216.2,218.01,212.33,427246.279,0,
2020-03-02 00:00:00,222.46,218.01,221.57,216.24,372893.138,0,
2020-03-02 06:00:00,225.81,221.56,224.84,219.83,385677.081,0,
2020-03-02 12:00:00,234.5,224.83,231.72,222.69,584538.317,0,
2020-03-02 18:00:00,233.77,231.71,232.22,229.47,260931.86,0,
2020-03-03 00:00:00,232.3,232.24,230.09,227.69,312544.811,0,
2020-03-03 06:00:00,231.88,230.13,231.3,226.04,341847.474,0,
2020-03-03 12:00:00,232.67,231.3,223.07,220.21,689633.237,0,
2020-03-03 18:00:00,225.6,223.04,224.1,221.85,200805.129,0,
